OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,TaxAmt
09-05-2023,529,Germany,Road Tire Tube,3.99,0.3192
09-05-2023,237,France,"Long-Sleeve Logo Jersey, XL",49.99,3.9992
11-05-2023,528,Canada,Mountain Tire Tube,4.99,0.3992
11-05-2023,477,Italy,Water Bottle - 30 oz.,4.99,0.3992
12-05-2023,354,Italy,"Mountain-200 Silver, 42",2071.4196,165.7136
13-05-2023,528,Canada,Mountain Tire Tube,4.99,0.3992
13-05-2023,480,France,Patch Kit/8 Patches,2.29,0.1832
13-05-2023,312,Australia,"Road-150 Red, 48",3578.27,286.2616
13-05-2023,480,India,Patch Kit/8 Patches,2.29,0.1832
15-05-2023,214,Germany,"Sport-100 Helmet, Red",34.99,2.7992
15-05-2023,353,Australia,"Mountain-200 Silver, 38",2319.99,185.5992
18-05-2023,541,Australia,Touring Tire,28.99,2.3192
18-05-2023,568,France,"Touring-3000 Yellow, 44",742.35,59.388
19-05-2023,535,India,LL Mountain Tire,24.99,1.9992
19-05-2023,528,Australia,Mountain Tire Tube,4.99,0.3992
21-05-2023,528,Australia,Mountain Tire Tube,4.99,0.3992
23-05-2023,478,Italy,Mountain Bottle Cage,9.99,0.7992
24-05-2023,485,Germany,Fender Set - Mountain,21.98,1.7584
24-05-2023,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
28-05-2023,336,Italy,"Road-650 Black, 62",699.0982,55.9279
28-05-2023,537,Italy,HL Mountain Tire,35,2.8
29-05-2023,539,Italy,ML Road Tire,24.99,1.9992
02-06-2023,357,Canada,"Mountain-200 Silver, 46",2319.99,185.5992
03-06-2023,529,Canada,Road Tire Tube,3.99,0.3192
06-06-2023,478,Germany,Mountain Bottle Cage,9.99,0.7992
10-06-2023,222,Germany,"Sport-100 Helmet, Blue",34.99,2.7992
11-06-2023,541,Canada,Touring Tire,28.99,2.3192
13-06-2023,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
13-06-2023,540,India,HL Road Tire,32.6,2.608
14-06-2023,231,Germany,"Long-Sleeve Logo Jersey, M",49.99,3.9992
14-06-2023,476,United States,"Women's Mountain Shorts, L",69.99,5.5992
14-06-2023,214,Italy,"Sport-100 Helmet, Red",34.99,2.7992
15-06-2023,485,France,Fender Set - Mountain,21.98,1.7584
15-06-2023,477,India,Water Bottle - 30 oz.,4.99,0.3992
15-06-2023,539,India,ML Road Tire,24.99,1.9992
15-06-2023,214,Canada,"Sport-100 Helmet, Red",34.99,2.7992
15-06-2023,480,Canada,Patch Kit/8 Patches,2.29,0.1832
19-06-2023,388,United States,"Road-550-W Yellow, 44",1120.49,89.6392
20-06-2023,382,India,"Road-550-W Yellow, 38",1120.49,89.6392
20-06-2023,528,Canada,Mountain Tire Tube,4.99,0.3992
20-06-2023,491,Germany,"Short-Sleeve Classic Jersey, XL",53.99,4.3192
20-06-2023,214,Italy,"Sport-100 Helmet, Red",34.99,2.7992
21-06-2023,537,Italy,HL Mountain Tire,35,2.8
23-06-2023,384,United States,"Road-550-W Yellow, 40",1120.49,89.6392
23-06-2023,536,India,ML Mountain Tire,29.99,2.3992
25-06-2023,237,Italy,"Long-Sleeve Logo Jersey, XL",49.99,3.9992
27-06-2023,477,France,Water Bottle - 30 oz.,4.99,0.3992
28-06-2023,541,France,Touring Tire,28.99,2.3192
30-06-2023,485,Canada,Fender Set - Mountain,21.98,1.7584
30-06-2023,592,Australia,"Mountain-500 Silver, 42",564.99,45.1992
30-06-2023,535,United States,LL Mountain Tire,24.99,1.9992
02-07-2023,478,India,Mountain Bottle Cage,9.99,0.7992
03-07-2023,463,Canada,"Half-Finger Gloves, S",24.49,1.9592
05-07-2023,222,United States,"Sport-100 Helmet, Blue",34.99,2.7992
05-07-2023,540,Canada,HL Road Tire,32.6,2.608
06-07-2023,361,Germany,"Mountain-200 Black, 42",2294.99,183.5992
07-07-2023,355,France,"Mountain-200 Silver, 42",2319.99,185.5992
07-07-2023,363,Canada,"Mountain-200 Black, 46",2294.99,183.5992
09-07-2023,479,India,Road Bottle Cage,8.99,0.7192
10-07-2023,580,Germany,"Road-350-W Yellow, 40",1700.99,136.0792
10-07-2023,536,India,ML Mountain Tire,29.99,2.3992
14-07-2023,368,Italy,"Road-250 Red, 44",2443.35,195.468
14-07-2023,541,Australia,Touring Tire,28.99,2.3192
15-07-2023,368,United States,"Road-250 Red, 44",2443.35,195.468
16-07-2023,530,Italy,Touring Tire Tube,4.99,0.3992
19-07-2023,222,United States,"Sport-100 Helmet, Blue",34.99,2.7992
19-07-2023,599,Canada,"Mountain-500 Black, 48",539.99,43.1992
19-07-2023,214,France,"Sport-100 Helmet, Red",34.99,2.7992
21-07-2023,529,India,Road Tire Tube,3.99,0.3192
23-07-2023,529,India,Road Tire Tube,3.99,0.3192
24-07-2023,477,India,Water Bottle - 30 oz.,4.99,0.3992
24-07-2023,214,Germany,"Sport-100 Helmet, Red",34.99,2.7992
24-07-2023,536,India,ML Mountain Tire,29.99,2.3992
24-07-2023,538,Australia,LL Road Tire,21.49,1.7192
25-07-2023,540,Germany,HL Road Tire,32.6,2.608
27-07-2023,374,United States,"Road-250 Black, 44",2443.35,195.468
29-07-2023,536,Canada,ML Mountain Tire,29.99,2.3992
30-07-2023,477,United States,Water Bottle - 30 oz.,4.99,0.3992
31-07-2023,490,Germany,"Short-Sleeve Classic Jersey, L",53.99,4.3192
31-07-2023,225,Canada,AWC Logo Cap,8.99,0.7192
31-07-2023,485,France,Fender Set - Mountain,21.98,1.7584
02-08-2023,225,Canada,AWC Logo Cap,8.99,0.7192
03-08-2023,529,Italy,Road Tire Tube,3.99,0.3192
03-08-2023,477,Germany,Water Bottle - 30 oz.,4.99,0.3992
03-08-2023,530,United States,Touring Tire Tube,4.99,0.3992
04-08-2023,485,United States,Fender Set - Mountain,21.98,1.7584
04-08-2023,380,Germany,"Road-250 Black, 58",2443.35,195.468
06-08-2023,487,Canada,Hydration Pack - 70 oz.,54.99,4.3992
07-08-2023,528,Italy,Mountain Tire Tube,4.99,0.3992
08-08-2023,482,Australia,"Racing Socks, L",8.99,0.7192
10-08-2023,348,Australia,"Mountain-100 Black, 38",3374.99,269.9992
10-08-2023,350,Italy,"Mountain-100 Black, 44",3374.99,269.9992
12-08-2023,225,Italy,AWC Logo Cap,8.99,0.7192
12-08-2023,214,India,"Sport-100 Helmet, Red",34.99,2.7992
13-08-2023,222,Germany,"Sport-100 Helmet, Blue",34.99,2.7992
14-08-2023,231,United States,"Long-Sleeve Logo Jersey, M",49.99,3.9992
15-08-2023,539,France,ML Road Tire,24.99,1.9992
15-08-2023,357,Australia,"Mountain-200 Silver, 46",2319.99,185.5992
15-08-2023,539,India,ML Road Tire,24.99,1.9992
16-08-2023,539,Australia,ML Road Tire,24.99,1.9992
17-08-2023,528,Australia,Mountain Tire Tube,4.99,0.3992
19-08-2023,478,Italy,Mountain Bottle Cage,9.99,0.7992
21-08-2023,237,India,"Long-Sleeve Logo Jersey, XL",49.99,3.9992
23-08-2023,217,France,"Sport-100 Helmet, Black",34.99,2.7992
23-08-2023,584,Canada,"Road-750 Black, 58",539.99,43.1992
26-08-2023,382,Canada,"Road-550-W Yellow, 38",1120.49,89.6392
01-09-2023,479,France,Road Bottle Cage,8.99,0.7192
02-09-2023,480,India,Patch Kit/8 Patches,2.29,0.1832
02-09-2023,536,Germany,ML Mountain Tire,29.99,2.3992
02-09-2023,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
03-09-2023,225,Canada,AWC Logo Cap,8.99,0.7192
04-09-2023,475,Germany,"Women's Mountain Shorts, M",69.99,5.5992
05-09-2023,528,Germany,Mountain Tire Tube,4.99,0.3992
06-09-2023,535,Italy,LL Mountain Tire,24.99,1.9992
08-09-2023,484,India,Bike Wash - Dissolver,7.95,0.636
11-09-2023,491,France,"Short-Sleeve Classic Jersey, XL",53.99,4.3192
11-09-2023,222,Italy,"Sport-100 Helmet, Blue",34.99,2.7992
12-09-2023,580,India,"Road-350-W Yellow, 40",1700.99,136.0792
14-09-2023,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
14-09-2023,529,Australia,Road Tire Tube,3.99,0.3192
17-09-2023,485,Canada,Fender Set - Mountain,21.98,1.7584
18-09-2023,377,France,"Road-250 Black, 52",2181.5625,174.525
21-09-2023,530,Canada,Touring Tire Tube,4.99,0.3992
21-09-2023,217,France,"Sport-100 Helmet, Black",34.99,2.7992
24-09-2023,217,India,"Sport-100 Helmet, Black",34.99,2.7992
24-09-2023,477,France,Water Bottle - 30 oz.,4.99,0.3992
25-09-2023,477,Canada,Water Bottle - 30 oz.,4.99,0.3992
26-09-2023,561,Canada,"Touring-1000 Yellow, 46",2384.07,190.7256
26-09-2023,388,Italy,"Road-550-W Yellow, 44",1120.49,89.6392
27-09-2023,314,Australia,"Road-150 Red, 56",3578.27,286.2616
27-09-2023,528,Italy,Mountain Tire Tube,4.99,0.3992
28-09-2023,214,France,"Sport-100 Helmet, Red",34.99,2.7992
01-10-2023,528,India,Mountain Tire Tube,4.99,0.3992
03-10-2023,491,France,"Short-Sleeve Classic Jersey, XL",53.99,4.3192
03-10-2023,539,France,ML Road Tire,24.99,1.9992
03-10-2023,476,Germany,"Women's Mountain Shorts, L",69.99,5.5992
04-10-2023,485,Canada,Fender Set - Mountain,21.98,1.7584
06-10-2023,361,India,"Mountain-200 Black, 42",2294.99,183.5992
09-10-2023,361,Germany,"Mountain-200 Black, 42",2294.99,183.5992
10-10-2023,352,Germany,"Mountain-200 Silver, 38",2071.4196,165.7136
13-10-2023,478,Canada,Mountain Bottle Cage,9.99,0.7992
14-10-2023,478,Germany,Mountain Bottle Cage,9.99,0.7992
16-10-2023,483,Australia,Hitch Rack - 4-Bike,120,9.6
17-10-2023,363,United States,"Mountain-200 Black, 46",2294.99,183.5992
18-10-2023,480,Canada,Patch Kit/8 Patches,2.29,0.1832
18-10-2023,372,France,"Road-250 Red, 58",2443.35,195.468
18-10-2023,475,Germany,"Women's Mountain Shorts, M",69.99,5.5992
22-10-2023,477,United States,Water Bottle - 30 oz.,4.99,0.3992
22-10-2023,465,United States,"Half-Finger Gloves, M",24.49,1.9592
24-10-2023,595,Canada,"Mountain-500 Silver, 52",564.99,45.1992
24-10-2023,376,Canada,"Road-250 Black, 48",2443.35,195.468
25-10-2023,488,India,"Short-Sleeve Classic Jersey, S",53.99,4.3192
26-10-2023,541,India,Touring Tire,28.99,2.3192
26-10-2023,535,Italy,LL Mountain Tire,24.99,1.9992
27-10-2023,477,United States,Water Bottle - 30 oz.,4.99,0.3992
29-10-2023,234,Italy,"Long-Sleeve Logo Jersey, L",49.99,3.9992
30-10-2023,574,India,"Touring-1000 Blue, 50",2384.07,190.7256
31-10-2023,491,Australia,"Short-Sleeve Classic Jersey, XL",53.99,4.3192
04-11-2023,537,Italy,HL Mountain Tire,35,2.8
05-11-2023,231,Canada,"Long-Sleeve Logo Jersey, M",49.99,3.9992
05-11-2023,480,United States,Patch Kit/8 Patches,2.29,0.1832
06-11-2023,480,France,Patch Kit/8 Patches,2.29,0.1832
07-11-2023,480,Italy,Patch Kit/8 Patches,2.29,0.1832
08-11-2023,575,Italy,"Touring-1000 Blue, 54",2384.07,190.7256
08-11-2023,530,Italy,Touring Tire Tube,4.99,0.3992
09-11-2023,528,France,Mountain Tire Tube,4.99,0.3992
10-11-2023,529,India,Road Tire Tube,3.99,0.3192
10-11-2023,311,United States,"Road-150 Red, 44",3578.27,286.2616
15-11-2023,540,Germany,HL Road Tire,32.6,2.608
16-11-2023,477,India,Water Bottle - 30 oz.,4.99,0.3992
17-11-2023,477,France,Water Bottle - 30 oz.,4.99,0.3992
17-11-2023,583,France,"Road-350-W Yellow, 48",1700.99,136.0792
18-11-2023,363,France,"Mountain-200 Black, 46",2294.99,183.5992
18-11-2023,476,United States,"Women's Mountain Shorts, L",69.99,5.5992
19-11-2023,333,India,"Road-650 Black, 58",782.99,62.6392
19-11-2023,337,Germany,"Road-650 Black, 62",782.99,62.6392
23-11-2023,225,India,AWC Logo Cap,8.99,0.7192
23-11-2023,529,United States,Road Tire Tube,3.99,0.3192
23-11-2023,478,Australia,Mountain Bottle Cage,9.99,0.7992
24-11-2023,477,India,Water Bottle - 30 oz.,4.99,0.3992
27-11-2023,580,India,"Road-350-W Yellow, 40",1700.99,136.0792
